more	480
used	480
only	477
language	475
also	475
other	472
based	461
same	458
number	457
use	456
most	455
information	454
data	451
results	451
words	448
using	447
following	442
text	441
set	441
proceedings	439
conference	439
word	439
introduction	436
example	436
different	436
russian	433
analysis	429
is	427
case	427
international	425
have	422
work	421
first	419
linguistics	415
table	407
approach	406
research	404
paper	403
possible	401
however	400
processing	399
computational	398
pp	398
so	396
part	390
see	389
natural	388
given	387
new	385
has	385
well	384
similar	383
task	382
time	382
then	381
very	380
second	380
where	376
several	375
texts	375
as	373
system	370
main	370
methods	369
corpus	368
features	367
semantic	366
described	364
model	361
are	360
order	358
available	357
large	356
such	355
problem	355
result	355
important	354
many	354
evaluation	353
way	351
english	349
al	343
linguistic	341
general	340
even	340
present	340
form	340
types	340
method	339
presented	337
related	336
structure	336
according	335
contains	335
learning	332
systems	332
applied	330
found	329
considered	328
approaches	327
how	326
cases	326
shows	325
means	325
make	325
machine	324
models	324
thus	324
best	323
vol	320
automatic	320
etc	319
high	319
shown	317
conclusion	317
less	317
section	316
study	315
common	314
th	309
fact	308
various	308
including	306
often	306
single	303
context	302
sentence	302
languages	301
particular	301
test	299
much	297
examples	297
type	296
tasks	296
show	296
better	295
human	294
sentences	293
technologies	291
lexical	288
experiments	288
speech	287
further	287
comparison	287
knowledge	286
workshop	286
process	286
simple	285
list	284
follows	284
quality	284
feature	283
terms	283
small	280
due	279
usually	278
training	278
association	277
syntactic	276
corresponding	276
level	276
account	275
size	275
contain	274
made	273
take	273
here	272
values	271
obtained	271
value	271
proposed	269
corpora	268
additional	268
provide	265
source	264
search	262
higher	261
previous	261
total	261
include	260
algorithm	259
still	258
meaning	257
special	257
standard	257
representation	256
therefore	255
current	255
specific	255
consider	254
performance	254
good	253
whole	253
university	252
sets	252
annual	251
next	248
resources	248
least	247
studies	246
consists	246
description	245
development	245
average	245
includes	244
phrases	244
allows	242
compared	242
developed	241
manually	241
represented	241
taken	240
authors	240
basic	240
class	240
statistical	239
state	239
short	239
need	239
performed	239
last	239
automatically	238
future	238
works	238
quite	238
at	237
selected	236
parameters	236
classes	236
point	235
provided	235
function	234
certain	234
question	233
dictionary	232
applications	232
problems	232
frequency	232
parts	232
describe	231
web	229
computer	228
papers	228
application	228
distribution	227
full	227
morphological	226
uses	226
relations	225
group	224
makes	224
measure	223
project	222
step	220
relevant	220
combination	220
useful	220
compare	218
extraction	218
rules	218
science	217
groups	217
classification	217
difference	216
complex	216
hand	215
help	215
separate	214
mentioned	213
provides	212
above	212
trained	211
known	211
included	211
significant	211
journal	210
almost	210
called	210
find	210
get	208
containing	208
press	207
frequent	207
finally	207
resulting	207
calculated	206
moscow	205
either	205
meeting	205
building	204
dataset	204
vector	204
low	204
similarity	204
represent	204
forms	204
basis	204
annotated	203
relation	202
translation	202
social	202
especially	202
already	201
space	201
phrase	201
collection	200
created	200
lower	200
initial	200
long	200
algorithms	199
extracted	199
open	198
length	198
chosen	198
improve	197
framework	197
version	197
note	197
semantics	196
negative	196
idea	196
addition	196
existing	195
techniques	195
too	195
able	194
both	194
mean	194
empirical	193
dialogue	193
recent	193
accuracy	193
pairs	193
give	193
nlp	192
evaluated	192
added	192
amount	192
respectively	191
support	190
perform	190
enough	190
few	190
domain	190
correct	189
references	188
experiment	188
properties	188
term	188
construction	188
score	187
network	187
written	187
topic	187
apply	187
input	186
object	185
conclusions	185
networks	185
showed	185
just	185
national	185
annotation	185
eds	185
multiple	184
evaluate	184
now	184
third	184
verbs	183
testing	183
precision	183
noun	183
procedure	182
figure	182
original	182
representations	182
always	182
user	181
name	181
subject	180
verb	180
place	179
overall	179
done	179
random	179
patterns	178
detection	178
instance	178
